state,date,total_cases,deaths
MA,2022-01-18,375086,10427
MG,2022-01-18,2383041,56833
MS,2022-01-18,395316,9768
MT,2022-01-18,578570,13888
PA,2022-01-18,634851,17261
PB,2022-01-18,469004,9620
PE,2022-01-18,657143,20558
PI,2022-01-18,336925,7329
PR,2022-01-18,1729565,40951
RJ,2022-01-18,1459328,69616
RN,2022-01-18,397355,7618
RO,2022-01-18,293052,6795
RR,2022-01-18,134053,2082
RS,2022-01-18,1612300,36552
SC,2022-01-18,1315268,20295
SE,2022-01-18,280588,6067
SP,2022-01-18,4513255,155858
TO,2022-01-18,247897,3978
TOTAL,2022-01-18,23223894,621559
AC,2022-01-19,91471,1854
AL,2022-01-19,247013,6399
AM,2022-01-19,464913,13863
AP,2022-01-19,130947,2033
BA,2022-01-19,1299156,27711
CE,2022-01-19,982377,24942
DF,2022-01-19,553988,11135
ES,2022-01-19,690636,13395
GO,2022-01-19,982807,24792
MA,2022-01-19,375725,10431
MG,2022-01-19,2410724,56866
MS,2022-01-19,396785,9773
MT,2022-01-19,582116,13901
PA,2022-01-19,635898,17267
PB,2022-01-19,470906,9625
PE,2022-01-19,659358,20566
PI,2022-01-19,337286,7333
PR,2022-01-19,1742893,40951
RJ,2022-01-19,1528551,69623
RN,2022-01-19,399213,7622
RO,2022-01-19,294764,6798
RR,2022-01-19,134997,2084
RS,2022-01-19,1633330,36564
SC,2022-01-19,1327487,20308
SE,2022-01-19,281053,6068
SP,2022-01-19,4523521,155997
TO,2022-01-19,249695,3980
TOTAL,2022-01-19,23427610,621881
AC,2022-01-20,91781,1854
AL,2022-01-20,247550,6401
AM,2022-01-20,473232,13869
AP,2022-01-20,132389,2033
BA,2022-01-20,1303045,27731
CE,2022-01-20,987114,24956
DF,2022-01-20,558161,11136
ES,2022-01-20,700707,13404
GO,2022-01-20,988950,24815
MA,2022-01-20,376549,10433
MG,2022-01-20,2436663,56895
MS,2022-01-20,397919,9778
MT,2022-01-20,586391,13908
PA,2022-01-20,636990,17272
PB,2022-01-20,472855,9626
PE,2022-01-20,661588,20570
PI,2022-01-20,337653,7336
PR,2022-01-20,1767331,40955
RJ,2022-01-20,1550953,69637
RN,2022-01-20,400653,7628
RO,2022-01-20,296395,6800
RR,2022-01-20,135840,2084
RS,2022-01-20,1651551,36578
SC,2022-01-20,1337991,20319
SE,2022-01-20,281430,6069
SP,2022-01-20,4534066,156165
TO,2022-01-20,251748,3981
TOTAL,2022-01-20,23597495,622233
AC,2022-01-21,92004,1854
AL,2022-01-21,248397,6403
AM,2022-01-21,481295,13881
AP,2022-01-21,134108,2035
BA,2022-01-21,1308146,27752
CE,2022-01-21,990138,24980
DF,2022-01-21,561457,11139
ES,2022-01-21,713436,13413
GO,2022-01-21,995644,24849
MA,2022-01-21,377458,10438
MG,2022-01-21,2463640,56918
MS,2022-01-21,399835,9781
MT,2022-01-21,590360,13921
PA,2022-01-21,637758,17280
PB,2022-01-21,474846,9628
PE,2022-01-21,663854,20574
PI,2022-01-21,338077,7343
PR,2022-01-21,1788687,40965
RJ,2022-01-21,1571974,69649
RN,2022-01-21,403321,7635
RO,2022-01-21,298451,6805
RR,2022-01-21,136403,2086
RS,2022-01-21,1669817,36601
SC,2022-01-21,1349546,20338
SE,2022-01-21,282070,6070
SP,2022-01-21,4545225,156310
TO,2022-01-21,254144,3983
TOTAL,2022-01-21,23770091,622631
AC,2022-01-22,93533,1855
AL,2022-01-22,249267,6405
AM,2022-01-22,488762,13881
AP,2022-01-22,135391,2036
BA,2022-01-22,1312371,27770
CE,2022-01-22,990138,24980
DF,2022-01-22,561457,11139
ES,2022-01-22,723634,13414
GO,2022-01-22,999326,24858
MA,2022-01-22,378111,10443
MG,2022-01-22,2489776,56941
MS,2022-01-22,402297,9784
MT,2022-01-22,592707,13923
PA,2022-01-22,637971,17283
PB,2022-01-22,477089,9632
PE,2022-01-22,667212,20581
PI,2022-01-22,338343,7346
PR,2022-01-22,1804018,40982
RJ,2022-01-22,1602066,69674
RN,2022-01-22,404812,7637
RO,2022-01-22,300120,6806
RR,2022-01-22,137029,2086
RS,2022-01-22,1690598,36635
SC,2022-01-22,1361502,20361
SE,2022-01-22,282972,6072
SP,2022-01-22,4557842,156434
TO,2022-01-22,254144,3983
TOTAL,2022-01-22,23932488,622941
AC,2022-01-23,93724,1857
AL,2022-01-23,250239,6407
AM,2022-01-23,491973,13886
AP,2022-01-23,136561,2036
BA,2022-01-23,1316452,27773
CE,2022-01-23,1030428,24996
DF,2022-01-23,561457,11139
ES,2022-01-23,730355,13417
GO,2022-01-23,1000868,24869
MA,2022-01-23,378415,10447
MG,2022-01-23,2505003,56962
MS,2022-01-23,402729,9796
MT,2022-01-23,593248,13926
PA,2022-01-23,638330,17287
PB,2022-01-23,479096,9635
PE,2022-01-23,668570,20586
PI,2022-01-23,338582,7348
PR,2022-01-23,1815771,40988
RJ,2022-01-23,1610135,69677
RN,2022-01-23,404907,7643
RO,2022-01-23,301706,6807
RR,2022-01-23,137456,2086
RS,2022-01-23,1699261,36640
SC,2022-01-23,1365317,20372
SE,2022-01-23,283671,6074
SP,2022-01-23,4562990,156493
TO,2022-01-23,255544,3985
TOTAL,2022-01-23,24052788,623132
AC,2022-01-24,95091,1857
AL,2022-01-24,251188,6409
AM,2022-01-24,495528,13892
AP,2022-01-24,140462,2039
BA,2022-01-24,1319176,27791
CE,2022-01-24,1032651,25039
DF,2022-01-24,568433,11143
ES,2022-01-24,742822,13429
GO,2022-01-24,1006494,24870
MA,2022-01-24,378988,10452
MG,2022-01-24,2514049,56965
MS,2022-01-24,405767,9811
MT,2022-01-24,597415,13947
PA,2022-01-24,639755,17296
PB,2022-01-24,479952,9640
PE,2022-01-24,669804,20590
PI,2022-01-24,338895,7351
PR,2022-01-24,1827077,41005
RJ,2022-01-24,1613260,69689
RN,2022-01-24,407517,7651
RO,2022-01-24,303115,6810
RR,2022-01-24,137924,2086
RS,2022-01-24,1704958,36644
SC,2022-01-24,1368213,20384
SE,2022-01-24,284333,6075
SP,2022-01-24,4565699,156551
TO,2022-01-24,257971,3986
TOTAL,2022-01-24,24146537,623402
AC,2022-01-25,95594,1857
AL,2022-01-25,251724,6411
AM,2022-01-25,502862,13902
AP,2022-01-25,143037,2041
BA,2022-01-25,1325321,27819
CE,2022-01-25,1040161,25053
DF,2022-01-25,579130,11147
ES,2022-01-25,760663,13440
GO,2022-01-25,1014757,24870
MA,2022-01-25,380137,10454
MG,2022-01-25,2538453,56976
MS,2022-01-25,409185,9820
MT,2022-01-25,601482,13952
PA,2022-01-25,641080,17302
PB,2022-01-25,480736,9645
PE,2022-01-25,672585,20599
PI,2022-01-25,339762,7356
PR,2022-01-25,1847109,41034
RJ,2022-01-25,1637812,69700
RN,2022-01-25,410761,7658
RO,2022-01-25,305566,6814
RR,2022-01-25,138876,2086
RS,2022-01-25,1724485,36692
SC,2022-01-25,1382762,20418
SE,2022-01-25,284928,6077
SP,2022-01-25,4578916,156778
TO,2022-01-25,260332,3986
TOTAL,2022-01-25,24348216,623887
AC,2022-01-26,96532,1860
AL,2022-01-26,252440,6416
AM,2022-01-26,509128,13908
AP,2022-01-26,145141,2043
BA,2022-01-26,1331776,27837
CE,2022-01-26,1050801,25083
DF,2022-01-26,584615,11152
ES,2022-01-26,778865,13451
GO,2022-01-26,1021056,24944
MA,2022-01-26,381652,10457
MG,2022-01-26,2574836,57038
MS,2022-01-26,411872,9830
MT,2022-01-26,606349,13962
PA,2022-01-26,642826,17311
PB,2022-01-26,483908,9647
PE,2022-01-26,677307,20607
PI,2022-01-26,340452,7359
PR,2022-01-26,1872026,41065
RJ,2022-01-26,1661208,69726
RN,2022-01-26,415433,7668
RO,2022-01-26,307568,6821
RR,2022-01-26,139783,2091
RS,2022-01-26,1746431,36749
SC,2022-01-26,1394287,20447
SE,2022-01-26,286187,6079
SP,2022-01-26,4592100,156950
TO,2022-01-26,262540,3989
TOTAL,2022-01-26,24567119,624490
AC,2022-01-27,96834,1861
AL,2022-01-27,252983,6421
AM,2022-01-27,515440,13913
AP,2022-01-27,147215,2045
BA,2022-01-27,1339384,27866
CE,2022-01-27,1050801,25083
DF,2022-01-27,589858,11156
ES,2022-01-27,798001,13465
GO,2022-01-27,1027657,24978
MA,2022-01-27,383200,10462
MG,2022-01-27,2609256,57093
MS,2022-01-27,416005,9845
MT,2022-01-27,612452,13981
PA,2022-01-27,644948,17319
PB,2022-01-27,487074,9672
PE,2022-01-27,682805,20615
PI,2022-01-27,341237,7361
PR,2022-01-27,1899387,41109
RJ,2022-01-27,1695972,69776
RN,2022-01-27,419885,7686
RO,2022-01-27,309783,6822
RR,2022-01-27,140646,2096
RS,2022-01-27,1767745,36791
SC,2022-01-27,1407597,20474
SE,2022-01-27,287212,6081
SP,2022-01-27,4609121,157209
TO,2022-01-27,264904,3993
TOTAL,2022-01-27,24797402,625173
AC,2022-01-28,97430,1862
AL,2022-01-28,256808,6426
AM,2022-01-28,521451,13922
AP,2022-01-28,149199,2047
BA,2022-01-28,1347375,27894
CE,2022-01-28,1077060,25175
DF,2022-01-28,595257,11164
ES,2022-01-28,817400,13478
GO,2022-01-28,1033296,24996
MA,2022-01-28,384940,10470
MG,2022-01-28,2650009,57137
MS,2022-01-28,419274,9857
MT,2022-01-28,617419,14001
PA,2022-01-28,647079,17335
PB,2022-01-28,490428,9686
PE,2022-01-28,688513,20621
PI,2022-01-28,341968,7364
PR,2022-01-28,1923313,41167
RJ,2022-01-28,1723682,69804
RN,2022-01-28,423505,7696
RO,2022-01-28,312107,6827
RR,2022-01-28,141628,2096
RS,2022-01-28,1793519,36822
SC,2022-01-28,1423561,20514
SE,2022-01-28,289076,6084
SP,2022-01-28,4624017,157494
TO,2022-01-28,267537,3997
TOTAL,2022-01-28,25056851,625936
AC,2022-01-29,97829,1866
AL,2022-01-29,257136,6431
AM,2022-01-29,526320,13929
AP,2022-01-29,150433,2049
BA,2022-01-29,1355500,27907
CE,2022-01-29,1107160,25237
DF,2022-01-29,595257,11164
ES,2022-01-29,827360,13487
GO,2022-01-29,1035258,25002
MA,2022-01-29,385884,10477
MG,2022-01-29,2680134,57214
MS,2022-01-29,422264,9870
MT,2022-01-29,619729,14009
PA,2022-01-29,647628,17340
PB,2022-01-29,494098,9695
PE,2022-01-29,695094,20627
PI,2022-01-29,342655,7368
PR,2022-01-29,1941986,41185
RJ,2022-01-29,1747887,69849
RN,2022-01-29,424807,7703
RO,2022-01-29,314027,6827
RR,2022-01-29,142296,2096
RS,2022-01-29,1814198,36853
SC,2022-01-29,1435746,20542
SE,2022-01-29,290298,6089
SP,2022-01-29,4638360,157817
TO,2022-01-29,267537,3997
TOTAL,2022-01-29,25256881,626630
AC,2022-01-30,98149,1868
AL,2022-01-30,257663,6436
AM,2022-01-30,528268,13936
AP,2022-01-30,151208,2051
BA,2022-01-30,1359487,27912
CE,2022-01-30,1119607,25239
DF,2022-01-30,595257,11164
ES,2022-01-30,834339,13490
GO,2022-01-30,1035258,25002
MA,2022-01-30,386148,10483
MG,2022-01-30,2705734,57306
MS,2022-01-30,423244,9878
MT,2022-01-30,621054,14021
PA,2022-01-30,648139,17343
PB,2022-01-30,497653,9702
PE,2022-01-30,697295,20635
PI,2022-01-30,343014,7377
PR,2022-01-30,1952061,41191
RJ,2022-01-30,1753395,69878
RN,2022-01-30,425866,7705
RO,2022-01-30,316282,6830
RR,2022-01-30,142566,2096
RS,2022-01-30,1821565,36863
SC,2022-01-30,1439607,20550
SE,2022-01-30,292167,6093
SP,2022-01-30,4646106,157854
TO,2022-01-30,269128,4001
TOTAL,2022-01-30,25360260,626904
AC,2022-01-31,101260,1871
AL,2022-01-31,258240,6441
AM,2022-01-31,529876,13950
AP,2022-01-31,151958,2051
BA,2022-01-31,1363312,27944
CE,2022-01-31,1124676,25245
DF,2022-01-31,606765,11174
ES,2022-01-31,848235,13524
GO,2022-01-31,1037046,25037
MA,2022-01-31,386567,10488
MG,2022-01-31,2713581,57314
MS,2022-01-31,428146,9898
MT,2022-01-31,624997,14044
PA,2022-01-31,650512,17355
PB,2022-01-31,498923,9716
PE,2022-01-31,698267,20643
PI,2022-01-31,344237,7389
PR,2022-01-31,1973247,41242
RJ,2022-01-31,1757151,69884
RN,2022-01-31,428630,7739
RO,2022-01-31,318313,6833
RR,2022-01-31,142645,2096
RS,2022-01-31,1826295,36873
SC,2022-01-31,1442511,20579
SE,2022-01-31,293716,6098
SP,2022-01-31,4648715,157954
TO,2022-01-31,271819,4004
TOTAL,2022-01-31,25469640,627386
AC,2022-02-01,101417,1877
AL,2022-02-01,261715,6446
AM,2022-02-01,534592,13962
AP,2022-02-01,153068,2053
BA,2022-02-01,1367697,27981
CE,2022-02-01,1131297,25332
DF,2022-02-01,612563,11186
ES,2022-02-01,864965,13562
GO,2022-02-01,1037097,25050
MA,2022-02-01,387999,10495
MG,2022-02-01,2737915,57331
MS,2022-02-01,431152,9912
MT,2022-02-01,630266,14066
PA,2022-02-01,653234,17363
PB,2022-02-01,499327,9723
PE,2022-02-01,704277,20659
PI,2022-02-01,345807,7398
PR,2022-02-01,1997215,41281
RJ,2022-02-01,1772794,69922
RN,2022-02-01,431134,7758
RO,2022-02-01,320984,6837
RR,2022-02-01,143511,2099
RS,2022-02-01,1827422,36943
SC,2022-02-01,1455023,20629
SE,2022-02-01,295696,6103
SP,2022-02-01,4665845,158160
TO,2022-02-01,273687,4008
TOTAL,2022-02-01,25637699,628136
AC,2022-02-02,102866,1877
AL,2022-02-02,262163,6451
AM,2022-02-02,537441,13981
AP,2022-02-02,154329,2054
BA,2022-02-02,1374028,28026
CE,2022-02-02,1131297,25332
DF,2022-02-02,617945,11197
ES,2022-02-02,881190,13585
GO,2022-02-02,1050619,25101
MA,2022-02-02,389276,10501
MG,2022-02-02,2777186,57440
MS,2022-02-02,433787,9930
MT,2022-02-02,634891,14082
PA,2022-02-02,656272,17382
PB,2022-02-02,504194,9738
PE,2022-02-02,712083,20682
PI,2022-02-02,347924,7405
PR,2022-02-02,2015500,41320
RJ,2022-02-02,1790994,69970
RN,2022-02-02,434608,7768
RO,2022-02-02,323699,6844
RR,2022-02-02,144582,2101
RS,2022-02-02,1850106,37000
SC,2022-02-02,1458544,20664
SE,2022-02-02,297332,6109
SP,2022-02-02,4666941,158523
TO,2022-02-02,276380,4013
TOTAL,2022-02-02,25826177,629076
AC,2022-02-03,105014,1881
AL,2022-02-03,262735,6456
AM,2022-02-03,541668,13991
AP,2022-02-03,155288,2055
BA,2022-02-03,1389564,28077
CE,2022-02-03,1160180,25450
DF,2022-02-03,625031,11208
ES,2022-02-03,897437,13607
GO,2022-02-03,1057811,25117
MA,2022-02-03,390765,10510
MG,2022-02-03,2805771,57575
MS,2022-02-03,436674,9946
MT,2022-02-03,639383,14103
PA,2022-02-03,658777,17400
PB,2022-02-03,504216,9755
PE,2022-02-03,716733,20701
PI,2022-02-03,349140,7419
PR,2022-02-03,2042294,41334
RJ,2022-02-03,1819607,70026
RN,2022-02-03,437415,7778
RO,2022-02-03,326272,6846
RR,2022-02-03,145077,2104
RS,2022-02-03,1885128,37041
SC,2022-02-03,1477548,20690
SE,2022-02-03,299127,6115
SP,2022-02-03,4704552,158872
TO,2022-02-03,278366,4016
TOTAL,2022-02-03,26111573,630073
AC,2022-02-04,105843,1886
AL,2022-02-04,267909,6461
AM,2022-02-04,545165,13998
AP,2022-02-04,155838,2057
BA,2022-02-04,1399401,28133
CE,2022-02-04,1175073,25412
DF,2022-02-04,631233,11217
ES,2022-02-04,913000,13645
GO,2022-02-04,1064685,25150
MA,2022-02-04,392338,10519
MG,2022-02-04,2833192,57655
MS,2022-02-04,440295,9970
MT,2022-02-04,644179,14128
PA,2022-02-04,661600,17414
PB,2022-02-04,512790,9770
PE,2022-02-04,722858,20712
PI,2022-02-04,350036,7436
PR,2022-02-04,2064885,41397
RJ,2022-02-04,1837001,70125
RN,2022-02-04,440390,7790
RO,2022-02-04,329658,6857
RR,2022-02-04,145604,2105
RS,2022-02-04,1904975,37092
SC,2022-02-04,1488428,20732
SE,2022-02-04,301161,6120
SP,2022-02-04,4723087,159242
TO,2022-02-04,280382,4018
TOTAL,2022-02-04,26331006,631041
AC,2022-02-05,105874,1894
AL,2022-02-05,268496,6466
AM,2022-02-05,547521,14006
AP,2022-02-05,156261,2057
BA,2022-02-05,1406018,28164
CE,2022-02-05,1180133,25427
DF,2022-02-05,631233,11217
ES,2022-02-05,919616,13655
GO,2022-02-05,1067660,25188
MA,2022-02-05,393087,10526
MG,2022-02-05,2862173,57754
MS,2022-02-05,442256,9978
MT,2022-02-05,647358,14143
PA,2022-02-05,663430,17425
PB,2022-02-05,516970,9791
PE,2022-02-05,728518,20722
PI,2022-02-05,350618,7437
PR,2022-02-05,2080186,41423
RJ,2022-02-05,1852994,70206
RN,2022-02-05,440390,7793
RO,2022-02-05,331548,6863
RR,2022-02-05,145856,2105
RS,2022-02-05,1923545,37161
SC,2022-02-05,1496869,20764
SE,2022-02-05,303004,6126
SP,2022-02-05,4740153,159536
TO,2022-02-05,280382,4018
TOTAL,2022-02-05,26482149,631845
AC,2022-02-06,105938,1897
AL,2022-02-06,269037,6471
AM,2022-02-06,548338,14011
AP,2022-02-06,156500,2057
BA,2022-02-06,1408323,28168
CE,2022-02-06,1182283,25502
DF,2022-02-06,631233,11217
ES,2022-02-06,924063,13665
GO,2022-02-06,1069858,25192
MA,2022-02-06,393466,10534
MG,2022-02-06,2876518,57868
MS,2022-02-06,443055,9992
MT,2022-02-06,648173,14158
PA,2022-02-06,664513,17441
PB,2022-02-06,520609,9805
PE,2022-02-06,729542,20729
PI,2022-02-06,351240,7444
PR,2022-02-06,2087788,41431
RJ,2022-02-06,1854963,70232
RN,2022-02-06,442435,7815
RO,2022-02-06,333291,6866
RR,2022-02-06,145883,2105
RS,2022-02-06,1927675,37175
SC,2022-02-06,1499449,20778
SE,2022-02-06,304586,6129
SP,2022-02-06,4745504,159589
TO,2022-02-06,281323,4021
TOTAL,2022-02-06,26545586,632292
AC,2022-02-07,105979,1899
AL,2022-02-07,269644,6478
AM,2022-02-07,549076,14024
AP,2022-02-07,157127,2059
BA,2022-02-07,1410619,28217
CE,2022-02-07,1183229,25542
DF,2022-02-07,640006,11230
ES,2022-02-07,934798,13701
GO,2022-02-07,1072457,25197
MA,2022-02-07,393535,10543
MG,2022-02-07,2880591,57894
MS,2022-02-07,445638,10003
MT,2022-02-07,651468,14180
PA,2022-02-07,667874,17458
PB,2022-02-07,521577,9832
PE,2022-02-07,731104,20736
PI,2022-02-07,352464,7466
PR,2022-02-07,2094041,41450
RJ,2022-02-07,1856969,70234
RN,2022-02-07,444277,7826
RO,2022-02-07,335746,6869
RR,2022-02-07,146205,2105
RS,2022-02-07,1932262,37185
SC,2022-02-07,1502015,20805
SE,2022-02-07,306977,6135
SP,2022-02-07,4749089,159615
TO,2022-02-07,283047,4024
TOTAL,2022-02-07,26617814,632707
AC,2022-02-08,107864,1905
AL,2022-02-08,270094,6484
AM,2022-02-08,551934,14034
AP,2022-02-08,157750,2064
BA,2022-02-08,1418945,28281
CE,2022-02-08,1187507,25580
DF,2022-02-08,644626,11243
ES,2022-02-08,946853,13726
GO,2022-02-08,1082676,25243
MA,2022-02-08,394839,10552
MG,2022-02-08,2906996,57950
MS,2022-02-08,448921,10031
MT,2022-02-08,656067,14197
PA,2022-02-08,671716,17476
PB,2022-02-08,522528,9848
PE,2022-02-08,736919,20754
PI,2022-02-08,353714,7479
PR,2022-02-08,2116752,41529
RJ,2022-02-08,1870522,70323
RN,2022-02-08,448501,7846
RO,2022-02-08,338545,6881
RR,2022-02-08,146589,2106
RS,2022-02-08,1948574,37290
SC,2022-02-08,1511055,20853
SE,2022-02-08,308316,6141
SP,2022-02-08,4764785,160060
TO,2022-02-08,284778,4028
TOTAL,2022-02-08,26798366,633904
AC,2022-02-09,108794,1909
AL,2022-02-09,274449,6492
AM,2022-02-09,554583,14045
AP,2022-02-09,158214,2068
BA,2022-02-09,1424629,28345
CE,2022-02-09,1191350,25653
DF,2022-02-09,649550,11256
ES,2022-02-09,957092,13760
GO,2022-02-09,1091634,25281
MA,2022-02-09,396564,10562
MG,2022-02-09,2933701,58075
MS,2022-02-09,452472,10047
MT,2022-02-09,660038,14210
PA,2022-02-09,675003,17494
PB,2022-02-09,528173,9871
PE,2022-02-09,742409,20771
PI,2022-02-09,354619,7497
PR,2022-02-09,2137621,41570
RJ,2022-02-09,1882077,70448
RN,2022-02-09,450878,7863
RO,2022-02-09,341370,6886
RR,2022-02-09,146641,2106
RS,2022-02-09,1964978,37384
SC,2022-02-09,1520112,20876
SE,2022-02-09,310100,6147
SP,2022-02-09,4782249,160542
TO,2022-02-09,286432,4033
TOTAL,2022-02-09,26975732,635191
AC,2022-02-10,109417,1914
AL,2022-02-10,275113,6499
AM,2022-02-10,557246,14052
AP,2022-02-10,158560,2072
BA,2022-02-10,1435389,28399
CE,2022-02-10,1195043,25687
DF,2022-02-10,653200,11265
ES,2022-02-10,966480,13786
GO,2022-02-10,1094916,25284
MA,2022-02-10,398065,10574
MG,2022-02-10,2960007,58203
MS,2022-02-10,456351,10071
MT,2022-02-10,663990,14227
PA,2022-02-10,678438,17513
PB,2022-02-10,531315,9886
PE,2022-02-10,748039,20789
PI,2022-02-10,355645,7514
PR,2022-02-10,2153188,41618
RJ,2022-02-10,1893620,70528
RN,2022-02-10,453703,7873
RO,2022-02-10,343812,6890
RR,2022-02-10,147675,2112
RS,2022-02-10,1981233,37417
SC,2022-02-10,1528594,20911
SE,2022-02-10,311648,6154
SP,2022-02-10,4801295,160839
TO,2022-02-10,287907,4039
TOTAL,2022-02-10,27139889,636116
AC,2022-02-11,110373,1914
AL,2022-02-11,276152,6509
AM,2022-02-11,559654,14059
AP,2022-02-11,158926,2076
BA,2022-02-11,1444048,28448
CE,2022-02-11,1198953,25726
DF,2022-02-11,656406,11280
ES,2022-02-11,974892,13820
GO,2022-02-11,1101952,25315
MA,2022-02-11,399650,10588
MG,2022-02-11,2982471,58346
MS,2022-02-11,459137,10081
MT,2022-02-11,667371,14243
PA,2022-02-11,681543,17534
PB,2022-02-11,535481,9914
PE,2022-02-11,754321,20808
PI,2022-02-11,356816,7526
PR,2022-02-11,2169873,41685
RJ,2022-02-11,1905090,70668
RN,2022-02-11,456349,7889
RO,2022-02-11,346227,6896
RR,2022-02-11,148200,2112
RS,2022-02-11,1997297,37479
SC,2022-02-11,1536862,20954
SE,2022-02-11,312522,6160
SP,2022-02-11,4821893,161156
TO,2022-02-11,289180,4046
TOTAL,2022-02-11,27301639,637232
AC,2022-02-12,110430,1917
AL,2022-02-12,280758,6517
AM,2022-02-12,562001,14063
AP,2022-02-12,159081,2078
BA,2022-02-12,1452365,28477
CE,2022-02-12,1202237,25793
DF,2022-02-12,656406,11280
ES,2022-02-12,977908,13835
GO,2022-02-12,1104650,25340
MA,2022-02-12,400515,10601
MG,2022-02-12,3004938,58411
MS,2022-02-12,462758,10090
MT,2022-02-12,669737,14251
PA,2022-02-12,681857,17540
PB,2022-02-12,539557,9933
PE,2022-02-12,759548,20820
PI,2022-02-12,357107,7535
PR,2022-02-12,2186697,41743
RJ,2022-02-12,1914945,70773
RN,2022-02-12,457476,7898
RO,2022-02-12,347274,6899
RR,2022-02-12,148925,2114
RS,2022-02-12,2012687,37566
SC,2022-02-12,1544587,20971
SE,2022-02-12,313316,6166
SP,2022-02-12,4837857,161441
TO,2022-02-12,289180,4046
TOTAL,2022-02-12,27434797,638098
AC,2022-02-13,110443,1923
AL,2022-02-13,281411,6525
AM,2022-02-13,562537,14064
AP,2022-02-13,159149,2078
BA,2022-02-13,1457280,28491
CE,2022-02-13,1203386,25796
DF,2022-02-13,656406,11280
ES,2022-02-13,979331,13846
GO,2022-02-13,1105423,25341
MA,2022-02-13,400604,10613
MG,2022-02-13,3015220,58459
MS,2022-02-13,464051,10102
MT,2022-02-13,670313,14269
PA,2022-02-13,683444,17544
PB,2022-02-13,542931,9942
PE,2022-02-13,761452,20828
PI,2022-02-13,357810,7545
PR,2022-02-13,2192446,41747
RJ,2022-02-13,1918651,70839
RN,2022-02-13,457809,7914
RO,2022-02-13,348484,6900
RR,2022-02-13,149178,2114
RS,2022-02-13,2018001,37577
SC,2022-02-13,1546672,20989
SE,2022-02-13,313534,6172
SP,2022-02-13,4844670,161489
TO,2022-02-13,289784,4053
TOTAL,2022-02-13,27490420,638440
AC,2022-02-14,112689,1926
AL,2022-02-14,282081,6535
AM,2022-02-14,562984,14067
AP,2022-02-14,159244,2082
BA,2022-02-14,1459086,28536
CE,2022-02-14,1204050,25807
DF,2022-02-14,662020,11296
ES,2022-02-14,985051,13879
GO,2022-02-14,1110426,25344
MA,2022-02-14,401125,10627
MG,2022-02-14,3014713,58505
MS,2022-02-14,467811,10118
MT,2022-02-14,673283,14294
PA,2022-02-14,687343,17566
PB,2022-02-14,544249,9956
PE,2022-02-14,762893,20835
PI,2022-02-14,358516,7558
PR,2022-02-14,2201600,41781
RJ,2022-02-14,1920434,70842
RN,2022-02-14,460587,7942
RO,2022-02-14,351274,6972
RR,2022-02-14,149373,2114
RS,2022-02-14,2021100,37586
SC,2022-02-14,1548005,21009
SE,2022-02-14,315449,6179
SP,2022-02-14,4848816,161517
TO,2022-02-14,290978,4060
TOTAL,2022-02-14,27555180,638933
AC,2022-02-15,112742,1934
AL,2022-02-15,282747,6544
AM,2022-02-15,564706,14073
AP,2022-02-15,159609,2086
BA,2022-02-15,1464432,28591
CE,2022-02-15,1206719,25851
DF,2022-02-15,664370,11304
ES,2022-02-15,990726,13921
GO,2022-02-15,1116033,25384
MA,2022-02-15,402329,10639
MG,2022-02-15,3026600,58519
MS,2022-02-15,470201,10136
MT,2022-02-15,677002,14316
PA,2022-02-15,691047,17586
PB,2022-02-15,545538,9976
PE,2022-02-15,768301,20854
PI,2022-02-15,359519,7571
PR,2022-02-15,2215752,41833
RJ,2022-02-15,1928598,70933
RN,2022-02-15,463152,7957
RO,2022-02-15,354248,6986
RR,2022-02-15,149902,2116
RS,2022-02-15,2036367,37665
SC,2022-02-15,1555742,21053
SE,2022-02-15,316015,6185
SP,2022-02-15,4864493,161768
TO,2022-02-15,292091,4067
TOTAL,2022-02-15,27678981,639848
AC,2022-02-16,113646,1937
AL,2022-02-16,287096,6554
AM,2022-02-16,565731,14076
AP,2022-02-16,159695,2091
BA,2022-02-16,1470387,28680
CE,2022-02-16,1210050,25887
